cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img2.od-cdn.com/ImageType-100/6852-1/{9BBBAD9B-64AE-446A-B810-44EB6AA03682}IMG100.JPG,The Lost Girls of Willowbrook,Ellen Marie Wiseman,Kensington Books,9781496715890,"February 05, 2026 01:28",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0482-1/{C319BC3A-7929-471D-A594-20BFC11E5D5A}Img100.jpg,How to Talk to Anyone,Leil Lowndes,"Listen & Live Audio, Inc.",9781593163051,"February 05, 2026 01:23",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1493-1/{AAB73065-3FD7-4519-ABEE-6162C71AE8B8}Img100.jpg,American Dirt,Jeanine Cummins,Macmillan Audio,9781250260604,"February 05, 2026 01:18",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2343-1/{15610205-6E69-4350-8639-DFCD398EBAB4}IMG100.JPG,The Teacher,Freida McFadden,Hollywood Upstairs Press,9781666652536,"February 05, 2026 01:17",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2390-1/{5AB85CE1-3475-4689-800A-3BFF5AE66FB8}IMG100.JPG,The Wedding People,Alison Espach,Henry Holt and Co.,9781250899569,"February 04, 2026 23:12",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{2D6BE786-82ED-4344-8BD8-B2F7A3546883}IMG100.JPG,Cloud Cuckoo Land,Anthony Doerr,Scribner,9781982168452,"February 04, 2026 23:10",Returned,LION: Libraries Online, 13 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{2D6BE786-82ED-4344-8BD8-B2F7A3546883}IMG100.JPG,Cloud Cuckoo Land,Anthony Doerr,Scribner,9781982168452,"February 04, 2026 20:35",Renewed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1694-1/{69A1BB27-6F32-4CF3-A13B-581837CF9DDE}Img100.jpg,The Storm,"Clive Cussler, Graham Brown","Recorded Books, Inc.","","February 02, 2026 14:40",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1219-1/{1E9B913B-FE9C-4EFC-92FF-33FFC2216686}Img100.jpg,The Life We Bury,Allen Eskens,"Tantor Media, Inc",9781494583880,"February 01, 2026 15:30",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{FDD4DB90-BE8B-41A6-8796-732348EC2F77}Img100.jpg,The Life We Bury,Allen Eskens,Seventh Street Books,"","January 31, 2026 22:04",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{638AF1CC-CCEB-4C9A-91B0-26CB368E04B0}IMG100.JPG,I Was Anastasia,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385541701,"January 29, 2026 20:48",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{748F13E4-9031-45D1-90E1-6B3AE9B5A624}IMG100.JPG,Silent Spring,Rachel Carson,HarperCollins,9780547527628,"January 25, 2026 22:59",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1219-1/{1E9B913B-FE9C-4EFC-92FF-33FFC2216686}Img100.jpg,The Life We Bury,Allen Eskens,"Tantor Media, Inc",9781494583880,"January 25, 2026 22:24",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{FDD4DB90-BE8B-41A6-8796-732348EC2F77}Img100.jpg,The Life We Bury,Allen Eskens,Seventh Street Books,"","January 25, 2026 22:24",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{28754DBB-4055-4074-9C99-1FDD4836A6FA}Img100.jpg,The Dutch House,Ann Patchett,HarperCollins,9780062963703,"January 23, 2026 19:29",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/6852-1/{9BBBAD9B-64AE-446A-B810-44EB6AA03682}IMG100.JPG,The Lost Girls of Willowbrook,Ellen Marie Wiseman,Kensington Books,9781496715890,"January 22, 2026 01:28",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{2D6BE786-82ED-4344-8BD8-B2F7A3546883}IMG100.JPG,Cloud Cuckoo Land,Anthony Doerr,Scribner,9781982168452,"January 22, 2026 01:27",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0482-1/{C319BC3A-7929-471D-A594-20BFC11E5D5A}Img100.jpg,How to Talk to Anyone,Leil Lowndes,"Listen & Live Audio, Inc.",9781593163051,"January 22, 2026 01:23",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1493-1/{AAB73065-3FD7-4519-ABEE-6162C71AE8B8}Img100.jpg,American Dirt,Jeanine Cummins,Macmillan Audio,9781250260604,"January 22, 2026 01:18",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/2343-1/{15610205-6E69-4350-8639-DFCD398EBAB4}IMG100.JPG,The Teacher,Freida McFadden,Hollywood Upstairs Press,9781666652536,"January 22, 2026 01:17",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{A23C75B4-5917-4261-A77A-098B1B492BCD}IMG100.JPG,She's Come Undone,Wally Lamb,Atria Books,9781451654561,"January 22, 2026 01:13",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1694-1/{69A1BB27-6F32-4CF3-A13B-581837CF9DDE}Img100.jpg,The Storm,"Clive Cussler, Graham Brown","Recorded Books, Inc.","","January 19, 2026 14:40",Renewed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/4575-1/{64512270-4581-423E-82BC-969D9C366B3C}IMG100.JPG,Yours Truly,Abby Jimenez,Hachette Audio,9781549135132,"January 13, 2026 18:30",Returned,LION: Libraries Online, 1 day  early
https://img3.od-cdn.com/ImageType-100/1523-1/{1238396B-4040-4BE8-AB18-B174786A397E}IMG100.JPG,The Guncle,Steven Rowley,Penguin Publishing Group,9780525542292,"January 13, 2026 13:41",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{748F13E4-9031-45D1-90E1-6B3AE9B5A624}IMG100.JPG,Silent Spring,Rachel Carson,HarperCollins,9780547527628,"January 11, 2026 22:59",Renewed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"January 10, 2026 03:24",Returned,LION: Libraries Online, 1 day  early
https://img1.od-cdn.com/ImageType-100/1694-1/{69A1BB27-6F32-4CF3-A13B-581837CF9DDE}Img100.jpg,The Storm,"Clive Cussler, Graham Brown","Recorded Books, Inc.","","January 06, 2026 16:48",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{28754DBB-4055-4074-9C99-1FDD4836A6FA}Img100.jpg,The Dutch House,Ann Patchett,HarperCollins,9780062963703,"January 05, 2026 00:44",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{28754DBB-4055-4074-9C99-1FDD4836A6FA}Img100.jpg,The Dutch House,Ann Patchett,HarperCollins,9780062963703,"January 01, 2026 20:10",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{638AF1CC-CCEB-4C9A-91B0-26CB368E04B0}IMG100.JPG,I Was Anastasia,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385541701,"January 01, 2026 19:29",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/4575-1/{64512270-4581-423E-82BC-969D9C366B3C}IMG100.JPG,Yours Truly,Abby Jimenez,Hachette Audio,9781549135132,"January 01, 2026 16:18",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{748F13E4-9031-45D1-90E1-6B3AE9B5A624}IMG100.JPG,Silent Spring,Rachel Carson,HarperCollins,9780547527628,"December 31, 2025 20:56",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1191-1/{CBA70BD7-7D93-4E01-BF20-56B594CF8462}Img100.jpg,The Giver of Stars,Jojo Moyes,Books on Tape,9780525530206,"December 30, 2025 21:36",Returned,LION: Libraries Online, 3 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"December 28, 2025 23:51",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"December 28, 2025 23:20",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{A23C75B4-5917-4261-A77A-098B1B492BCD}IMG100.JPG,She's Come Undone,Wally Lamb,Atria Books,9781451654561,"December 26, 2025 16:47",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/7552-1/{5A2B21D2-B648-40EF-B090-2A4178A8AC55}IMG100.JPG,GO AS a RIVER,Shelley Read,Spiegel & Grau by Spotify Audiobooks,9781667076171,"December 25, 2025 00:49",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1191-1/{CBA70BD7-7D93-4E01-BF20-56B594CF8462}Img100.jpg,The Giver of Stars,Jojo Moyes,Books on Tape,9780525530206,"December 20, 2025 03:00",Renewed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"December 14, 2025 23:20",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{A23C75B4-5917-4261-A77A-098B1B492BCD}IMG100.JPG,She's Come Undone,Wally Lamb,Atria Books,9781451654561,"December 12, 2025 16:47",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"December 11, 2025 23:38",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"December 11, 2025 16:32",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/7552-1/{5A2B21D2-B648-40EF-B090-2A4178A8AC55}IMG100.JPG,GO AS a RIVER,Shelley Read,Spiegel & Grau by Spotify Audiobooks,9781667076171,"December 11, 2025 00:49",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1191-1/{CBA70BD7-7D93-4E01-BF20-56B594CF8462}Img100.jpg,The Giver of Stars,Jojo Moyes,Books on Tape,9780525530206,"December 06, 2025 03:07",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/7552-1/{5A2B21D2-B648-40EF-B090-2A4178A8AC55}IMG100.JPG,GO AS a RIVER,Shelley Read,Spiegel & Grau by Spotify Audiobooks,9781667076171,"December 06, 2025 03:06",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{DC2C2BB8-EF2A-4015-8C1C-F0E7573FED75}IMG100.JPG,Demon Copperhead,Barbara Kingsolver,HarperCollins,9780063251991,"December 02, 2025 01:01",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{638AF1CC-CCEB-4C9A-91B0-26CB368E04B0}IMG100.JPG,I Was Anastasia,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385541701,"November 30, 2025 19:17",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/4575-1/{A5994448-F88D-4107-8302-A2F8B45060FE}IMG100.JPG,Say You'll Remember Me,Abby Jimenez,Hachette Audio,9781668644997,"November 27, 2025 16:49",Returned,LION: Libraries Online, 7 days  early
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"November 27, 2025 16:32",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1191-1/{8467046D-A399-4D1C-BF73-89D1FE2874D0}IMG100.JPG,The Anxious Generation,Jonathan Haidt,Books on Tape,9780593829103,"November 26, 2025 22:22",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"November 25, 2025 14:02",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{53102E0C-AC34-44B2-A219-18A749FE2D0E}IMG100.JPG,Atmosphere,Taylor Jenkins Reid,Random House Publishing Group,9780593158722,"November 20, 2025 19:17",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{A53FDC7C-CA8D-49F7-BC83-B20478144AB0}IMG100.JPG,Atmosphere,Taylor Jenkins Reid,Books on Tape,9780593614204,"November 20, 2025 19:17",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/4575-1/{A5994448-F88D-4107-8302-A2F8B45060FE}IMG100.JPG,Say You'll Remember Me,Abby Jimenez,Hachette Audio,9781668644997,"November 20, 2025 17:02",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{DC2C2BB8-EF2A-4015-8C1C-F0E7573FED75}IMG100.JPG,Demon Copperhead,Barbara Kingsolver,HarperCollins,9780063251991,"November 18, 2025 01:01",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{44CC6C2F-2792-4134-AC57-76132FAFA668}IMG100.JPG,The Frozen River,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385546881,"November 16, 2025 11:51",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0293-1/{DC2C2BB8-EF2A-4015-8C1C-F0E7573FED75}IMG100.JPG,Demon Copperhead,Barbara Kingsolver,HarperCollins,9780063251991,"November 15, 2025 13:14",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{638AF1CC-CCEB-4C9A-91B0-26CB368E04B0}IMG100.JPG,I Was Anastasia,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385541701,"November 14, 2025 01:42",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{5AE2F669-7E66-4845-AF7B-137F979B3BB5}Img100.jpg,Code Name Hélène,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385544696,"November 14, 2025 01:42",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{44CC6C2F-2792-4134-AC57-76132FAFA668}IMG100.JPG,The Frozen River,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385546881,"November 13, 2025 22:48",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/4575-1/{B3E85418-E57E-4F35-81EC-829AD66EC620}IMG100.JPG,Just for the Summer,Abby Jimenez,Hachette Audio,9781549135149,"November 12, 2025 23:19",Returned,LION: Libraries Online, 12 days  early
https://img1.od-cdn.com/ImageType-100/1191-1/{8467046D-A399-4D1C-BF73-89D1FE2874D0}IMG100.JPG,The Anxious Generation,Jonathan Haidt,Books on Tape,9780593829103,"November 12, 2025 22:22",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{CBBB8051-405F-4F1E-BB99-6C4BEC2046E0}IMG100.JPG,Die With Zero,Bill Perkins,HarperCollins,9780358310365,"November 12, 2025 22:22",Returned,LION: Libraries Online, 13 days  early
https://img1.od-cdn.com/ImageType-100/0293-1/{CBBB8051-405F-4F1E-BB99-6C4BEC2046E0}IMG100.JPG,Die With Zero,Bill Perkins,HarperCollins,9780358310365,"November 12, 2025 11:41",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/4575-1/{B3E85418-E57E-4F35-81EC-829AD66EC620}IMG100.JPG,Just for the Summer,Abby Jimenez,Hachette Audio,9781549135149,"November 11, 2025 17:53",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0887-1/{206B7704-3D36-43CD-AFE4-DBD9CB73D482}Img100.jpg,Life's Too Short,Abby Jimenez,Hachette Audio,9781549188930,"November 06, 2025 17:51",Returned,LION: Libraries Online, 6 days  early
https://img1.od-cdn.com/ImageType-100/0439-1/{A23C75B4-5917-4261-A77A-098B1B492BCD}IMG100.JPG,She's Come Undone,Wally Lamb,Atria Books,9781451654561,"November 06, 2025 11:36",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{E8F01C52-D24C-4070-AF68-A28BC2022F38}IMG100.JPG,The River Is Waiting,Wally Lamb,Scribner,9781668006412,"November 06, 2025 11:36",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/4575-1/{B3E85418-E57E-4F35-81EC-829AD66EC620}IMG100.JPG,Just for the Summer,Abby Jimenez,Hachette Audio,9781549135149,"November 04, 2025 00:30",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{44CC6C2F-2792-4134-AC57-76132FAFA668}IMG100.JPG,The Frozen River,Ariel Lawhon,Knopf Doubleday Publishing Group,9780385546881,"November 02, 2025 11:51",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/4575-1/{B3E85418-E57E-4F35-81EC-829AD66EC620}IMG100.JPG,Just for the Summer,Abby Jimenez,Hachette Audio,9781549135149,"October 30, 2025 17:27",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/4575-1/{64512270-4581-423E-82BC-969D9C366B3C}IMG100.JPG,Yours Truly,Abby Jimenez,Hachette Audio,9781549135132,"October 30, 2025 17:27",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0887-1/{206B7704-3D36-43CD-AFE4-DBD9CB73D482}Img100.jpg,Life's Too Short,Abby Jimenez,Hachette Audio,9781549188930,"October 30, 2025 17:09",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/4575-1/{A5994448-F88D-4107-8302-A2F8B45060FE}IMG100.JPG,Say You'll Remember Me,Abby Jimenez,Hachette Audio,9781668644997,"October 30, 2025 17:09",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/4575-1/{2E5C45A8-C253-44FB-9D28-7055CBEA4E93}Img100.jpg,The Friend Zone,Abby Jimenez,Hachette Audio,9781549149795,"October 30, 2025 17:08",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/4575-1/{2E5C45A8-C253-44FB-9D28-7055CBEA4E93}Img100.jpg,The Friend Zone,Abby Jimenez,Hachette Audio,9781549149795,"October 22, 2025 14:54",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{DC2C2BB8-EF2A-4015-8C1C-F0E7573FED75}IMG100.JPG,Demon Copperhead,Barbara Kingsolver,HarperCollins,9780063251991,"October 03, 2025 20:10",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{31512821-1ACA-4654-9C12-2CCA6B4337DF}IMG100.JPG,The Let Them Theory,"Mel Robbins, Sawyer Robbins",Hay House,9781401971373,"October 03, 2025 16:41",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1191-1/{8467046D-A399-4D1C-BF73-89D1FE2874D0}IMG100.JPG,The Anxious Generation,Jonathan Haidt,Books on Tape,9780593829103,"September 29, 2025 02:00",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/4575-1/{2E5C45A8-C253-44FB-9D28-7055CBEA4E93}Img100.jpg,The Friend Zone,Abby Jimenez,Hachette Audio,9781549149795,"September 21, 2025 00:05",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{31512821-1ACA-4654-9C12-2CCA6B4337DF}IMG100.JPG,The Let Them Theory,"Mel Robbins, Sawyer Robbins",Hay House,9781401971373,"September 19, 2025 16:41",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{CBBB8051-405F-4F1E-BB99-6C4BEC2046E0}IMG100.JPG,Die With Zero,Bill Perkins,HarperCollins,9780358310365,"September 09, 2025 12:44",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{E514E54B-840C-4B66-A0E7-38BAFBF12007}Img100.jpg,Man's Search for Meaning,Viktor E. Frankl,Beacon Press,9780807014288,"September 06, 2025 10:37",Returned,LION: Libraries Online, 7 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"September 05, 2025 17:34",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{E514E54B-840C-4B66-A0E7-38BAFBF12007}Img100.jpg,Man's Search for Meaning,Viktor E. Frankl,Beacon Press,9780807014288,"August 30, 2025 10:52",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{CBBB8051-405F-4F1E-BB99-6C4BEC2046E0}IMG100.JPG,Die With Zero,Bill Perkins,HarperCollins,9780358310365,"August 17, 2025 17:07",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{E514E54B-840C-4B66-A0E7-38BAFBF12007}Img100.jpg,Man's Search for Meaning,Viktor E. Frankl,Beacon Press,9780807014288,"August 17, 2025 17:07",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"August 17, 2025 02:10",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{53E17A61-6A87-49D8-B727-0A4150EAABAE}IMG100.JPG,Two for the Dough,Janet Evanovich,Scribner,9780684868530,"August 03, 2025 02:22",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{ED00B64D-E242-466D-A6CE-CA41D119A130}IMG100.JPG,All the Colors of the Dark,Chris Whitaker,Crown,9780593798881,"July 21, 2025 01:26",Returned,LION: Libraries Online, 13 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{ED00B64D-E242-466D-A6CE-CA41D119A130}IMG100.JPG,All the Colors of the Dark,Chris Whitaker,Crown,9780593798881,"July 20, 2025 19:27",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{5878894C-3569-4BEB-8DD3-CB9CFD4941E1}IMG100.JPG,A Tree Grows in Brooklyn,Betty Smith,HarperCollins,9780061803024,"July 14, 2025 17:24",Returned,LION: Libraries Online,on due date
