cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img1.od-cdn.com/ImageType-100/0017-1/{5D5313B6-B09D-4D32-AF81-F89D1C83E428}Img100.jpg,Talking to Strangers,Malcolm Gladwell,"Little, Brown and Company",9780316535625,"February 21, 2020 01:01",Returned,LION: Libraries Online, 16 hours  early
https://img2.od-cdn.com/ImageType-100/0293-1/{59FE2F96-69BD-4E07-9EFB-61A8C64628E3}Img100.jpg,Sapiens,Yuval Noah Harari,HarperCollins,9780062316103,"February 17, 2020 03:06",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{C6FC29D5-1FA5-426D-A2E8-9B3CB777F59F}IMG100.JPG,The Name of the Wind,Patrick Rothfuss,Astra Publishing House,9781101147160,"February 16, 2020 15:50",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{E5009171-C45D-41E8-9A3C-0BFD4A95C2A4}Img100.jpg,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Penguin Publishing Group,9780735220706,"February 16, 2020 15:49",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1493-1/{AFFE2D28-878B-46D4-87F0-26D344E9313A}Img100.jpg,Killing Reagan,"Bill O'Reilly, Martin Dugard",Macmillan Audio,9781427262318,"February 16, 2020 02:38",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0293-1/{D35DB099-8D57-4EE2-AB41-C254EE050155}IMG100.JPG,The Woman in the Window,A. J. Finn,HarperCollins,9780062678447,"February 15, 2020 01:28",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{5D5313B6-B09D-4D32-AF81-F89D1C83E428}Img100.jpg,Talking to Strangers,Malcolm Gladwell,"Little, Brown and Company",9780316535625,"February 07, 2020 17:34",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{59FE2F96-69BD-4E07-9EFB-61A8C64628E3}Img100.jpg,Sapiens,Yuval Noah Harari,HarperCollins,9780062316103,"February 03, 2020 03:06",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{C6FC29D5-1FA5-426D-A2E8-9B3CB777F59F}IMG100.JPG,The Name of the Wind,Patrick Rothfuss,Astra Publishing House,9781101147160,"February 02, 2020 15:50",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1523-1/{E5009171-C45D-41E8-9A3C-0BFD4A95C2A4}Img100.jpg,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Penguin Publishing Group,9780735220706,"February 02, 2020 15:49",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1493-1/{AFFE2D28-878B-46D4-87F0-26D344E9313A}Img100.jpg,Killing Reagan,"Bill O'Reilly, Martin Dugard",Macmillan Audio,9781427262318,"February 02, 2020 02:38",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{EB678F4E-CF06-403E-A8C3-634DBB35AE1F}Img100.jpg,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Knopf Doubleday Publishing Group,9781400079070,"February 02, 2020 02:34",Returned,LION: Libraries Online, 13 days  early
https://img2.od-cdn.com/ImageType-100/0111-1/{EB678F4E-CF06-403E-A8C3-634DBB35AE1F}Img100.jpg,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Knopf Doubleday Publishing Group,9781400079070,"February 02, 2020 00:43",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0111-1/{EB678F4E-CF06-403E-A8C3-634DBB35AE1F}Img100.jpg,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Knopf Doubleday Publishing Group,9781400079070,"February 01, 2020 19:22",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{63585D96-048D-4BD3-A255-8AF47C26A090}Img100.jpg,Inheritance,Dani Shapiro,Knopf Doubleday Publishing Group,9781524732721,"February 01, 2020 03:02",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"January 24, 2020 23:45",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0111-1/{EB678F4E-CF06-403E-A8C3-634DBB35AE1F}Img100.jpg,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Knopf Doubleday Publishing Group,9781400079070,"January 18, 2020 19:22",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{63585D96-048D-4BD3-A255-8AF47C26A090}Img100.jpg,Inheritance,Dani Shapiro,Knopf Doubleday Publishing Group,9781524732721,"January 18, 2020 03:02",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"January 16, 2020 21:49",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2363-1/{17249E16-7086-4EC5-8688-C2F9D1B8ED45}IMG100.JPG,The Eternal Wonder,Pearl S. Buck,Open Road Media,9781480439665,"January 13, 2020 00:10",Returned,LION: Libraries Online, 6 days  early
https://img2.od-cdn.com/ImageType-100/1523-1/{EAEA9133-8F97-4D32-92CB-5D149CC19A4E}Img100.jpg,She Has Her Mother's Laugh,Carl Zimmer,Penguin Publishing Group,9781101984604,"January 11, 2020 00:17",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"January 10, 2020 23:45",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"January 06, 2020 23:47",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2363-1/{17249E16-7086-4EC5-8688-C2F9D1B8ED45}IMG100.JPG,The Eternal Wonder,Pearl S. Buck,Open Road Media,9781480439665,"January 05, 2020 18:32",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"January 02, 2020 21:49",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{5C20F76E-F40A-4E12-BB12-920B3DCCC2CA}IMG100.JPG,Camino Island,John Grisham,JG Publishing,9780385543057,"December 31, 2019 00:18",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{EAEA9133-8F97-4D32-92CB-5D149CC19A4E}Img100.jpg,She Has Her Mother's Laugh,Carl Zimmer,Penguin Publishing Group,9781101984604,"December 28, 2019 00:17",Renewed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{82EF8EC3-386B-4561-8F65-2D59433B9358}Img100.jpg,The Martian,Andy Weir,Random House Publishing Group,9780804139038,"December 26, 2019 23:55",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{5D568A34-4682-43A5-BC00-14F662EA4096}IMG100.JPG,The Obsession,Nora Roberts,Penguin Publishing Group,9780698197008,"December 26, 2019 23:51",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{5C20F76E-F40A-4E12-BB12-920B3DCCC2CA}IMG100.JPG,Camino Island,John Grisham,JG Publishing,9780385543057,"December 17, 2019 00:18",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{EAEA9133-8F97-4D32-92CB-5D149CC19A4E}Img100.jpg,She Has Her Mother's Laugh,Carl Zimmer,Penguin Publishing Group,9781101984604,"December 17, 2019 00:03",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{82EF8EC3-386B-4561-8F65-2D59433B9358}Img100.jpg,The Martian,Andy Weir,Random House Publishing Group,9780804139038,"December 12, 2019 23:55",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1523-1/{5D568A34-4682-43A5-BC00-14F662EA4096}IMG100.JPG,The Obsession,Nora Roberts,Penguin Publishing Group,9780698197008,"December 12, 2019 23:51",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{D64EA10D-E297-459F-BE14-7149A0A8A043}Img100.jpg,Outfox,Sandra Brown,Grand Central Publishing,9781455572175,"December 11, 2019 17:18",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{173501E7-3C7A-43CA-B615-BF99E0931B5B}IMG100.JPG,The Couple Next Door,Shari Lapena,Penguin Publishing Group,9780735221116,"December 06, 2019 21:22",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2183-1/{BE5659D5-C1F4-4101-A6B4-02F37497F9EE}IMG100.JPG,A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury Publishing,9781619634459,"December 06, 2019 01:58",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"December 04, 2019 00:30",Returned,LION: Libraries Online, 11 days  early
https://img2.od-cdn.com/ImageType-100/0111-1/{8E61E764-14CA-4489-A610-BBA239974B91}IMG100.JPG,The Things We Do for Love,Kristin Hannah,Random House Publishing Group,9780307548023,"December 04, 2019 00:28",Returned,LION: Libraries Online, 3 days  early
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"December 01, 2019 13:06",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/1493-1/{B7A71536-26CA-43A7-8286-1F0979428FCD}Img100.jpg,A Dog's Purpose,W. Bruce Cameron,Macmillan Audio,9781427286871,"November 28, 2019 19:05",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0017-1/{B45D8194-1270-4737-BDC7-B68EB6D58B3D}Img100.jpg,David and Goliath,Malcolm Gladwell,"Little, Brown and Company",9780316204385,"November 28, 2019 18:55",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0017-1/{D64EA10D-E297-459F-BE14-7149A0A8A043}Img100.jpg,Outfox,Sandra Brown,Grand Central Publishing,9781455572175,"November 27, 2019 17:18",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{690B46E7-F9B1-4933-9F9E-05DA3FE95B13}Img100.jpg,Bittersweet Rain,Sandra Brown,Grand Central Publishing,9780446545334,"November 26, 2019 23:59",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0111-1/{8E61E764-14CA-4489-A610-BBA239974B91}IMG100.JPG,The Things We Do for Love,Kristin Hannah,Random House Publishing Group,9780307548023,"November 23, 2019 14:16",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{173501E7-3C7A-43CA-B615-BF99E0931B5B}IMG100.JPG,The Couple Next Door,Shari Lapena,Penguin Publishing Group,9780735221116,"November 22, 2019 21:22",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2183-1/{BE5659D5-C1F4-4101-A6B4-02F37497F9EE}IMG100.JPG,A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury Publishing,9781619634459,"November 22, 2019 01:58",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{8E61E764-14CA-4489-A610-BBA239974B91}IMG100.JPG,The Things We Do for Love,Kristin Hannah,Random House Publishing Group,9780307548023,"November 22, 2019 01:32",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"November 22, 2019 01:31",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{5D5313B6-B09D-4D32-AF81-F89D1C83E428}Img100.jpg,Talking to Strangers,Malcolm Gladwell,"Little, Brown and Company",9780316535625,"November 22, 2019 01:21",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{173501E7-3C7A-43CA-B615-BF99E0931B5B}IMG100.JPG,The Couple Next Door,Shari Lapena,Penguin Publishing Group,9780735221116,"November 20, 2019 03:00",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2183-1/{BE5659D5-C1F4-4101-A6B4-02F37497F9EE}IMG100.JPG,A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury Publishing,9781619634459,"November 20, 2019 03:00",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{59FE2F96-69BD-4E07-9EFB-61A8C64628E3}Img100.jpg,Sapiens,Yuval Noah Harari,HarperCollins,9780062316103,"November 20, 2019 02:57",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{D35DB099-8D57-4EE2-AB41-C254EE050155}IMG100.JPG,The Woman in the Window,A. J. Finn,HarperCollins,9780062678447,"November 20, 2019 02:55",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{3DC14BCD-A872-4B70-B2E5-F8FD7F5E105E}IMG100.JPG,The Institute,Stephen King,Scribner,9781982110598,"November 20, 2019 02:53",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"November 16, 2019 22:07",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1493-1/{B7A71536-26CA-43A7-8286-1F0979428FCD}Img100.jpg,A Dog's Purpose,W. Bruce Cameron,Macmillan Audio,9781427286871,"November 14, 2019 19:05",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{B45D8194-1270-4737-BDC7-B68EB6D58B3D}Img100.jpg,David and Goliath,Malcolm Gladwell,"Little, Brown and Company",9780316204385,"November 14, 2019 18:55",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"November 14, 2019 03:38",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"November 14, 2019 03:38",Returned,LION: Libraries Online, 6 days  early
https://img3.od-cdn.com/ImageType-100/0017-1/{690B46E7-F9B1-4933-9F9E-05DA3FE95B13}Img100.jpg,Bittersweet Rain,Sandra Brown,Grand Central Publishing,9780446545334,"November 12, 2019 23:59",Renewed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"November 08, 2019 18:51",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{AAA02D57-376C-4834-A670-0E4793CC9AA0}IMG100.JPG,What Alice Forgot,Liane Moriarty,Penguin Publishing Group,9781101515372,"November 06, 2019 23:27",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"November 06, 2019 05:18",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"November 02, 2019 22:07",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{690B46E7-F9B1-4933-9F9E-05DA3FE95B13}Img100.jpg,Bittersweet Rain,Sandra Brown,Grand Central Publishing,9780446545334,"October 31, 2019 22:48",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{690B46E7-F9B1-4933-9F9E-05DA3FE95B13}Img100.jpg,Bittersweet Rain,Sandra Brown,Grand Central Publishing,9780446545334,"October 29, 2019 23:10",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{0EAB3FFB-EE2A-4686-974A-AB591A34D492}Img100.jpg,Team Dog,"Mike Ritland, Gary Brozek",Penguin Publishing Group,9780698160644,"October 29, 2019 22:57",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{5C20F76E-F40A-4E12-BB12-920B3DCCC2CA}IMG100.JPG,Camino Island,John Grisham,JG Publishing,9780385543057,"October 29, 2019 01:11",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{20CB8AC0-5BA5-4BD0-8F1B-348D05CF2D14}Img100.jpg,The Invention of Wings,Sue Monk Kidd,Penguin Publishing Group,9780698152427,"October 26, 2019 02:42",Returned,LION: Libraries Online, 2 days  early
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"October 25, 2019 18:51",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{78FF153C-42CF-4575-A1F0-F579C0192E56}IMG100.JPG,The Lost Man,Jane Harper,Flatiron Books,9781250105691,"October 25, 2019 02:12",Returned,LION: Libraries Online, 4 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{AAA02D57-376C-4834-A670-0E4793CC9AA0}IMG100.JPG,What Alice Forgot,Liane Moriarty,Penguin Publishing Group,9781101515372,"October 23, 2019 23:27",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{AAA02D57-376C-4834-A670-0E4793CC9AA0}IMG100.JPG,What Alice Forgot,Liane Moriarty,Penguin Publishing Group,9781101515372,"October 23, 2019 02:33",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{894D27D5-6E9E-477B-AF8B-04F529F8B345}IMG100.JPG,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,9780735224308,"October 23, 2019 02:28",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{690B46E7-F9B1-4933-9F9E-05DA3FE95B13}Img100.jpg,Bittersweet Rain,Sandra Brown,Grand Central Publishing,9780446545334,"October 15, 2019 23:10",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{0EAB3FFB-EE2A-4686-974A-AB591A34D492}Img100.jpg,Team Dog,"Mike Ritland, Gary Brozek",Penguin Publishing Group,9780698160644,"October 15, 2019 22:57",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{78FF153C-42CF-4575-A1F0-F579C0192E56}IMG100.JPG,The Lost Man,Jane Harper,Flatiron Books,9781250105691,"October 15, 2019 22:44",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{20CB8AC0-5BA5-4BD0-8F1B-348D05CF2D14}Img100.jpg,The Invention of Wings,Sue Monk Kidd,Penguin Publishing Group,9780698152427,"October 15, 2019 01:15",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{5C20F76E-F40A-4E12-BB12-920B3DCCC2CA}IMG100.JPG,Camino Island,John Grisham,JG Publishing,9780385543057,"October 15, 2019 01:11",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{49488217-A546-4413-98B1-89B43AD63524}IMG100.JPG,Blessing in Disguise,Danielle Steel,Random House Publishing Group,9780399179334,"October 15, 2019 01:08",Returned,LION: Libraries Online, 1 day  early
https://img1.od-cdn.com/ImageType-100/0111-1/{94F71D81-C72E-4EF1-A1B6-4A72A27E824C}Img100.jpg,A Spark of Light,Jodi Picoult,Random House Publishing Group,9780345544995,"October 15, 2019 01:08",Returned,LION: Libraries Online, 10 days  early
https://img2.od-cdn.com/ImageType-100/0111-1/{2CF64B6B-A51E-4335-9AC3-37F6648EA404}Img100.jpg,The Vietnam War,"Geoffrey C. Ward, Ken Burns",Knopf Doubleday Publishing Group,9781524733100,"October 15, 2019 01:08",Returned,LION: Libraries Online, 1 day  early
https://img3.od-cdn.com/ImageType-100/0017-1/{0D818A7F-422F-4C53-958C-9DCA8B94E531}IMG100.JPG,Every Breath,Nicholas Sparks,Grand Central Publishing,9781538728536,"October 15, 2019 01:08",Returned,LION: Libraries Online, 2 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{94F71D81-C72E-4EF1-A1B6-4A72A27E824C}Img100.jpg,A Spark of Light,Jodi Picoult,Random House Publishing Group,9780345544995,"October 11, 2019 23:45",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{36243B94-8B9A-4139-80FD-2E006BB50B19}IMG100.JPG,Life After Google,George Gilder,Skyhorse Publishing,9781621576136,"October 06, 2019 19:37",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{94F71D81-C72E-4EF1-A1B6-4A72A27E824C}Img100.jpg,A Spark of Light,Jodi Picoult,Random House Publishing Group,9780345544995,"October 06, 2019 03:04",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"October 06, 2019 02:58",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{0D818A7F-422F-4C53-958C-9DCA8B94E531}IMG100.JPG,Every Breath,Nicholas Sparks,Grand Central Publishing,9781538728536,"October 03, 2019 17:13",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{2CF64B6B-A51E-4335-9AC3-37F6648EA404}Img100.jpg,The Vietnam War,"Geoffrey C. Ward, Ken Burns",Knopf Doubleday Publishing Group,9781524733100,"October 02, 2019 18:52",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{49488217-A546-4413-98B1-89B43AD63524}IMG100.JPG,Blessing in Disguise,Danielle Steel,Random House Publishing Group,9780399179334,"October 02, 2019 18:43",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{0D818A7F-422F-4C53-958C-9DCA8B94E531}IMG100.JPG,Every Breath,Nicholas Sparks,Grand Central Publishing,9781538728536,"October 02, 2019 18:41",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{680C7830-B7C7-4D65-BB5F-A37C8C934A24}IMG100.JPG,The Power of Habit,Charles Duhigg,Random House Publishing Group,9780679603856,"October 01, 2019 22:53",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0017-1/{78FD8EAC-545E-4382-A9CA-7223693CCCFC}Img100.jpg,Tailspin,Sandra Brown,Grand Central Publishing,9781455572120,"October 01, 2019 22:52",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0017-1/{0D818A7F-422F-4C53-958C-9DCA8B94E531}IMG100.JPG,Every Breath,Nicholas Sparks,Grand Central Publishing,9781538728536,"October 01, 2019 22:50",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{6120749A-2844-4B14-97A1-03E8D4C427DE}IMG100.JPG,The Road Home,Richard Paul Evans,Simon & Schuster,9781501111846,"September 29, 2019 21:11",Returned,LION: Libraries Online, 10 days  early
https://img2.od-cdn.com/ImageType-100/0111-1/{DB32BE0A-D1DF-46B2-8156-42B510DE2592}IMG100.JPG,The Night Circus,Erin Morgenstern,Knopf Doubleday Publishing Group,9780385534642,"September 27, 2019 21:30",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"September 27, 2019 21:29",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{6120749A-2844-4B14-97A1-03E8D4C427DE}IMG100.JPG,The Road Home,Richard Paul Evans,Simon & Schuster,9781501111846,"September 26, 2019 13:18",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"September 23, 2019 21:08",Returned,LION: Libraries Online, 12 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{9663F348-18E9-4E9A-9C15-9207F89A4B1D}IMG100.JPG,Bared to You,Sylvia Day,Penguin Publishing Group,9781101604786,"September 23, 2019 21:07",Returned,LION: Libraries Online, 1 day  early
https://img3.od-cdn.com/ImageType-100/0439-1/{36243B94-8B9A-4139-80FD-2E006BB50B19}IMG100.JPG,Life After Google,George Gilder,Skyhorse Publishing,9781621576136,"September 22, 2019 19:37",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{F1C605F5-0A18-4D6F-9528-3BF6723A7CA4}IMG100.JPG,Where the Crawdads Sing,Delia Owens,Penguin Publishing Group,9780735219113,"September 22, 2019 19:35",Returned,LION: Libraries Online, 11 days  early
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"September 22, 2019 19:28",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{F1C605F5-0A18-4D6F-9528-3BF6723A7CA4}IMG100.JPG,Where the Crawdads Sing,Delia Owens,Penguin Publishing Group,9780735219113,"September 20, 2019 17:50",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{680C7830-B7C7-4D65-BB5F-A37C8C934A24}IMG100.JPG,The Power of Habit,Charles Duhigg,Random House Publishing Group,9780679603856,"September 17, 2019 22:53",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{78FD8EAC-545E-4382-A9CA-7223693CCCFC}Img100.jpg,Tailspin,Sandra Brown,Grand Central Publishing,9781455572120,"September 17, 2019 22:52",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{0D818A7F-422F-4C53-958C-9DCA8B94E531}IMG100.JPG,Every Breath,Nicholas Sparks,Grand Central Publishing,9781538728536,"September 17, 2019 22:50",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{1788746A-79DA-449D-AB54-F61BEC9D2933}IMG100.JPG,Red Queen,Victoria Aveyard,HarperCollins,9780062310651,"September 16, 2019 03:47",Returned,LION: Libraries Online,on due date
